reporting_event_number,report_id,event_start_date,approval_status,precinct,beat,crime_description_1,victim_age_1,subject_age_1,subject_ethnicity_1,victim_ethnicity_1,subject_gender_1,victim_gender_1,subject_race_1,victim_race_1,narrative
20476744073,74425,1/1/2020 10:20,UCR Approved,Southwest,W1,SMC - 12A.06.045 | CYBERSTALKING - THREATS-OTHER,47,-1,-,Not Hispanic Or Latino,-,Male,-,White,"A resident reported falling victim to an online scam, resulting in financial loss. The case is being investigated by the cybercrime unit."
17389848103,83136,1/1/2020 10:26,UCR Approved,West,D2,SMC - 12A.08.020 | PROPERTY DESTRUCTION,28,-1,-,-,Male,Male,Black or African American,Unknown,A resident reported receiving numerous harassing phone calls and messages from an unknown number. The case is under investigation.
21233795767,39837,1/1/2020 10:35,UCR Approved,Southwest,F1,"RCW - 9A.60 | FRAUD, IDENTITY THEFT",35,-1,-,Not Hispanic Or Latino,-,Female,-,White,A resident reported unauthorized accounts opened in their name. The case is being investigated by the financial crimes unit.
12863729831,7549,1/1/2020 10:41,UCR Approved,North,U3,"RCW - 9A.60 | FRAUD, IDENTITY THEFT",26,-1,-,-,-,Female,-,White,A resident reported unauthorized charges on their credit card statement. The case is being investigated for possible identity theft.
17714830221,56257,1/1/2020 10:48,UCR Approved,North,U3,RCW - 9A.52.030 | BURGLARY 2,-1,40,Not Hispanic Or Latino,-,Male,-,White,-,"A resident was found to be in possession of illegal pornography involving minors. The suspect was arrested, and the evidence was seized."
21750649281,75478,1/1/2020 10:51,UCR Approved,North,J2,Suspicious Circumstance,-1,55,Unknown,-,Male,-,White,-,A residential property was reported broken into with valuable electronics and jewelry stolen. No suspects were identified at the scene.
15679582744,48927,1/1/2020 10:51,UCR Approved,West,Q3,RCW - 9A.52.030 | BURGLARY 2,33,-1,-,-,-,Female,-,White,A store employee apprehended a shoplifter attempting to steal clothing items. The suspect was detained until police arrived and arrested them.
14784028190,40931,1/1/2020 10:55,UCR Approved,South,R1,"RCW - 9A.60 | FRAUD, IDENTITY THEFT",48,-1,-,Not Hispanic Or Latino,-,Male,-,White,A student reported receiving threatening messages online from a classmate. School authorities are addressing the issue.
13121170234,29909,11/14/2022 8:22,UCR Approved,West,D2,RCW - 9A.36.080 | HATE CRIME OFFENSE,38,-1,Unknown,Unknown,Male,Female,White,Asian,A suspect was apprehended for defacing the victim's business with offensive graffiti. The storefront was spray-painted with racial epithets and images. The suspect was caught on security cameras and later admitted to targeting the business due to the victim's ethnicity.
12169088000,3319,8/14/2020 15:37,UCR Approved,West,D1,RCW - 9A.36.080 | HATE CRIME OFFENSE,34,31,Not Hispanic Or Latino,Not Hispanic Or Latino,Male,Male,White,Black or African American,A suspect was apprehended for spray-painting a racial epithet on the victim's property.
14126684798,53119,1/1/2020 10:59,UCR Approved,North,B1,SMC - 12A.08.040(A) | CRIMINAL TRESPASS - 1ST DEGREE (BUILDING),-1,32,Not Hispanic Or Latino,-,Female,-,White,-,A synagogue was vandalized with anti-Semitic graffiti. The incident is being investigated as a hate crime.
63154173517,111220,1/1/2020 11:03,Pending Approval,East,E1,Disturbance-Other,-1,30,Hispanic Or Latino,-,Male,-,White,-,"A teacher reported signs of physical abuse on a student. Child protective services were notified, and an investigation into the matter was initiated."
60535317947,104129,1/1/2020 11:21,UCR Approved,East,C1,SMC - 12A.08.060 | THEFT-SHOPLIFT,-1,33,Not Hispanic Or Latino,-,Male,-,American Indian or Alaska Native,-,"A tip led to the discovery of an illegal gambling operation in a local establishment. Several individuals were arrested, and the operation was shut down."
27152445485,86949,1/1/2020 11:21,UCR Approved,West,M1,SMC - 12A.08.120 | VEHICLE PROWLING,31,-1,-,Not Hispanic Or Latino,-,Male,-,White,"A vehicle was reported stolen from a residential driveway. The owner provided a description of the vehicle, and an investigation was launched."
25764422727,97342,1/1/2020 11:24,UCR Approved,West,D2,RCW - 10.99.040 | NO CONTACT ORDER VIOLATION,25,22,Hispanic Or Latino,-,Male,Female,White,White,A victim reported being physically assaulted by their
18610690731,80598,1/1/2020 11:36,UCR Approved,North,J3,SMC - 12A.08.120 | VEHICLE PROWLING,38,-1,-,Not Hispanic Or Latino,-,Male,-,Black or African American,A witness reported a male exposing himself in a public park. Officers arrived and arrested the suspect.
14766845404,26338,1/18/2020 12:40,UCR Approved,South,O2,RCW 9A.46.020.2A I HARASSMENT - MISDEMEANOR,31,32,Unknown,Hispanic Or Latino,Male,Female,Black or African American,White,"After falling victim to a car insurance scam, Victim XXX encountered the fraudster outside his home, where the individual made intimidating gestures. XXX fears for his safety and suspects the fraudster may attempt further criminal activity."
16688366389,17904,1/17/2020 12:57,UCR Approved,North,B2,SMC - 12A.08.120 | VEHICLE PROWLING,44,-1,-,-,-,Male,-,White,"After reporting a car theft, Victim XXX noticed the perpetrator lingering near his residence days later. The thief, recognizing XXX, made threatening gestures before fleeing the scene. XXX fears for his safety and suspects the thief may be planning further criminal activity."
15994876429,46320,1/1/2020 12:09,UCR Approved,East,E2,Property Found,-1,-1,-,-,-,-,-,-,"After reporting a carjacking, Victim XXX noticed the perpetrator lurking near his neighborhood days later. The individual, recognizing XXX, made threatening gestures before disappearing into the night. XXX now fears for his safety and the safety of his family."
24317129200,89190,1/1/2020 11:39,UCR Approved,Southwest,F2,SMC - 12A.08.120 | VEHICLE PROWLING,32,-1,-,Not Hispanic Or Latino,-,Female,-,Asian,An employer reported suspicions of embezzlement by an employee who had unauthorized access to company funds. The case is under investigation.
13946200131,23686,1/1/2020 11:44,UCR Approved,West,D2,SMC - 12A.08.020 | PROPERTY DESTRUCTION,75,64,-,Unknown,Male,Male,Unknown,Unknown,An individual reported being robbed at knifepoint while walking home from work. The suspect demanded cash and fled the scene with the victim's wallet.
13123608053,30060,9/18/2020 9:16,UCR Approved,West,M1,RCW - 9A.36.080 | HATE CRIME OFFENSE,32,56,Unknown,Unknown,Male,Male,White,White,Arrived at a scene where a homeless woman was physically attacked by an individual using anti-homeless language.
14765583361,60451,7/2/2020 11:45,UCR Approved,West,D1,RCW - 9A.36.080 | HATE CRIME OFFENSE,33,-1,-,Not Hispanic Or Latino,-,Male,-,White,Arrived at a scene where a homeless woman was physically attacked by an individual using anti-homeless language.
13133685382,31452,2/12/2021 10:57,UCR Approved,North,U1,RCW - 9A.36.080 | HATE CRIME OFFENSE,50,36,-,-,Male,Male,White,Unknown,Arrived at the scene where a Jewish man was beaten up by a group of individuals after they identified his religious attire.
18682977556,89892,10/26/2022 15:12,UCR Approved,Southwest,W2,RCW - 9A.36.080 | HATE CRIME OFFENSE,26,33,Unknown,Unknown,Female,Female,White,Unknown,"Arrived at the scene where a trans individual was attacked at a public park, with the assailants using transphobic language."
12697843091,16319,3/10/2020 8:23,UCR Approved,East,E2,Incident Contains Bias Elements -- NO CRIME,-1,-1,-,-,-,-,-,-,bias remarks
12760882286,17257,3/28/2020 15:11,UCR Approved,Southwest,F1,Incident Contains Bias Elements -- NO CRIME,44,-1,-,-,-,Male,-,Asian,bias remarks
13532976258,48536,3/26/2020 10:59,UCR Approved,Southwest,F1,Incident Contains Bias Elements -- NO CRIME,58,53,-,Not Hispanic Or Latino,Female,Female,White,Black or African American,bias remarks
13760351247,97900,3/7/2020 13:33,UCR Approved,North,U1,Incident Contains Bias Elements -- NO CRIME,28,-1,-,Not Hispanic Or Latino,Female,Gender Diverse (gender non-conforming and/or transgender),Black or African American,Unknown,bias remarks
15642534268,98335,4/21/2020 8:14,UCR Approved,Southwest,F1,Incident Contains Bias Elements -- NO CRIME,42,23,Unknown,Unknown,Male,Male,Asian,Black or African American,bias remarks
14653059412,98385,3/18/2020 11:27,UCR Approved,North,U2,Incident Contains Bias Elements -- NO CRIME,40,23,Unknown,Hispanic Or Latino,Female,Male,Black or African American,Unknown,bias remarks
14711662319,98387,4/29/2020 14:46,UCR Approved,West,D1,Incident Contains Bias Elements -- NO CRIME,27,52,Unknown,Unknown,Unknown,Female,Unknown,Black or African American,bias remarks
54291923232,109897,5/1/2020 13:09,UCR Approved,East,G2,Incident Contains Bias Elements -- NO CRIME,75,-1,Unknown,Not Hispanic Or Latino,Unknown,Male,Unknown,Black or African American,bias remarks
14620015424,59170,4/23/2022 14:16,UCR Approved,North,U2,RCW - 9A.36.080 | HATE CRIME OFFENSE,31,46,Unknown,Unknown,Male,Male,Black or African American,Unknown,Called to a homeless shelter where a resident was attacked by another individual using offensive language about the victim's homelessness.
12798287909,20867,4/8/2021 11:33,UCR Approved,East,E1,RCW - 9A.36.080 | HATE CRIME OFFENSE,29,56,Unknown,Not Hispanic Or Latino,Male,Male,White,White,Called to a scene where a gay couple's house was vandalized with homophobic slurs.
14570109290,58995,10/3/2022 12:38,UCR Approved,North,N3,RCW - 9A.36.080 | HATE CRIME OFFENSE,59,-1,-,Unknown,Female,Male,Black or African American,White,Called to a scene where a gay couple's house was vandalized with homophobic slurs.
12774085116,18459,3/25/2021 8:41,UCR Approved,North,N3,RCW - 9A.36.080 | HATE CRIME OFFENSE,39,35,Unknown,Not Hispanic Or Latino,Male,Gender Diverse (gender non-conforming and/or transgender),White,White,"Called to a scene where a homeless man's belongings were destroyed, and hate messages were left behind."
13921321239,56406,5/7/2020 13:08,UCR Approved,East,C1,RCW - 9A.36.080 | HATE CRIME OFFENSE,38,-1,-,Not Hispanic Or Latino,-,Gender Diverse (gender non-conforming and/or transgender),-,White,"Called to a scene where a homeless man's belongings were destroyed, and hate messages were left behind."
53912504486,104277,8/16/2020 16:24,UCR Approved,Southwest,W3,RCW - 9A.36.080 | HATE CRIME OFFENSE,39,89,Unknown,Hispanic Or Latino,Male,Male,White,Unknown,"Called to a workplace where a trans employee reported consistent harassment by colleagues, including derogatory name-calling."
15618855824,70705,2/16/2022 14:09,UCR Approved,West,K1,RCW - 9A.36.080 | HATE CRIME OFFENSE,35,22,Unknown,Not Hispanic Or Latino,Male,Male,Black or African American,Unknown,Called to assist a gay man who was physically assaulted outside his workplace by a group using homophobic slurs.
12151199523,1573,3/15/2021 15:14,UCR Approved,North,U2,RCW - 9A.36.080 | HATE CRIME OFFENSE,56,-1,-,Unknown,-,Male,-,White,Called to assist a homeless man being harassed by local business owners using degrading comments.
13286173958,43121,12/29/2021 12:23,UCR Approved,South,R1,RCW - 9A.36.080 | HATE CRIME OFFENSE,44,30,Not Hispanic Or Latino,-,Male,Male,White,White,Called to assist a Jewish family receiving harassing phone calls with anti-Semitic content.
15101538272,66247,11/19/2022 10:04,UCR Approved,West,K1,RCW - 9A.36.080 | HATE CRIME OFFENSE,58,50,Unknown,Unknown,Male,Male,White,White,Called to assist a Jewish family receiving harassing phone calls with anti-Semitic content.
18834147658,91077,1/20/2022 13:01,UCR Approved,Southwest,W3,RCW - 9A.36.080 | HATE CRIME OFFENSE,27,-1,-,-,-,Male,-,Unknown,"Called to assist a lesbian couple being harassed by their neighbor, who made frequent homophobic remarks and threats."
12625455668,11544,6/24/2022 15:23,UCR Approved,West,K1,RCW - 9A.36.080 | HATE CRIME OFFENSE,35,24,-,-,Male,Male,Black or African American,Unknown,Called to the scene of an assault where a trans woman was physically attacked by two individuals shouting derogatory terms related to her gender identity.
14203798804,21532,1/1/2020 11:47,UCR Approved,Southwest,W3,RCW - 10.99.040 | NO CONTACT ORDER VIOLATION,25,25,Hispanic Or Latino,Hispanic Or Latino,Female,Male,White,White,"Discovered a deceased individual with gunshot wounds in a residential neighborhood. The case is being treated as a homicide, and detectives are investigating."
19120231530,92902,11/2/2021 12:51,UCR Approved,Southwest,F2,RCW - 9A.36.080 | HATE CRIME OFFENSE,28,32,Unknown,Hispanic Or Latino,Male,Female,Unknown,Unknown,"Dispatched to a homeless encampment where personal items were destroyed, and hate messages left behind."
12781861859,18820,8/4/2020 8:42,UCR Approved,East,C3,RCW - 9A.36.080 | HATE CRIME OFFENSE,48,-1,-,Unknown,-,Male,-,White,Dispatched to a report of a trans student being bullied at school with offensive comments and threats.
14423723056,58575,1/1/2022 14:43,UCR Approved,North,N3,RCW - 9A.36.080 | HATE CRIME OFFENSE,61,-1,-,Unknown,Female,Male,Black or African American,White,Dispatched to a report of a trans student being bullied at school with offensive comments and threats.
13908710989,55236,2/28/2021 15:13,UCR Approved,Southwest,F2,RCW - 9A.36.080 | HATE CRIME OFFENSE,22,42,Not Hispanic Or Latino,Not Hispanic Or Latino,Male,Male,Black or African American,Unknown,Dispatched to a scene where a gay bar had its windows smashed and homophobic graffiti painted on the walls.
13312335936,45955,8/16/2022 8:27,UCR Approved,South,R1,RCW - 9A.36.080 | HATE CRIME OFFENSE,44,34,-,Not Hispanic Or Latino,Male,Male,White,White,Dispatched to a scene where a trans person’s house was vandalized with offensive graffiti.
15187802191,66770,7/2/2022 14:33,UCR Approved,West,K3,RCW - 9A.36.080 | HATE CRIME OFFENSE,61,-1,-,Not Hispanic Or Latino,Male,Male,Black or African American,White,Dispatched to a scene where a trans person’s house was vandalized with offensive graffiti.
12645319475,13795,11/16/2021 9:05,UCR Approved,North,U1,RCW - 9A.36.080 | HATE CRIME OFFENSE,52,43,Unknown,-,Male,Female,Unknown,White,Dispatched to a scene where a trans woman was attacked by multiple individuals making derogatory remarks about her gender identity.
13170779006,32804,1/3/2022 15:03,UCR Approved,North,U3,RCW - 9A.36.080 | HATE CRIME OFFENSE,-1,-1,-,-,-,Male,-,White,Dispatched to a workplace where a Jewish employee reported harassment from colleagues using anti-Semitic jokes.
14881109603,61237,9/30/2020 12:55,UCR Approved,West,D2,RCW - 9A.36.080 | HATE CRIME OFFENSE,33,47,Not Hispanic Or Latino,Not Hispanic Or Latino,Male,Male,White,White,Dispatched to a workplace where a Jewish employee reported harassment from colleagues using anti-Semitic jokes.
13758688074,51385,4/12/2022 14:41,UCR Approved,West,K3,RCW - 9A.36.080 | HATE CRIME OFFENSE,45,48,Unknown,Not Hispanic Or Latino,Male,Male,Asian,White,Dispatched to assist a homeless man being harassed by local business owners using degrading comments.
14104956932,51097,1/1/2020 11:52,UCR Approved,East,E2,RCW - 9A.36.041 | ASSAULT - ASSAULT 4,-1,-1,-,-,-,Male,-,White,"During a routine traffic stop, officers discovered illegal drugs in the vehicle. The driver was arrested and charged with possession."
13825009870,16727,1/1/2020 12:02,UCR Approved,South,O3,RCW 9A.46.020.2B I HARASSMENT - FELONY PREVIOUS CONVICTION,58,32,Unknown,-,Male,Male,White,Unknown,"Following a car burglary, Victim XXX noticed the perpetrator lingering near his residence days later. The thief, recognizing XXX, made threatening gestures before fleeing the scene. XXX fears for his safety and suspects the thief may strike again."
17142374871,55900,1/1/2020 11:55,UCR Approved,North,B3,RCW - 9A.56.210 | ROBBERY 2,14,-1,-,-,Male,Male,Black or African American,White,"Graffiti was found sprayed on the walls of a public park restroom. The incident is under investigation, and efforts are being made to identify the perpetrator."
13521108354,48566,4/16/2020 16:31,UCR Approved,North,U2,Incident Contains Bias Elements -- NO CRIME,38,-1,-,Not Hispanic Or Latino,Male,Male,Black or African American,Asian,individual made bias remarks against victim
14849890013,60805,1/5/2020 15:45,UCR Approved,Southwest,F1,Incident Contains Bias Elements -- NO CRIME,37,42,Not Hispanic Or Latino,Not Hispanic Or Latino,Male,Male,Black or African American,White,individual made bias remarks against victim
16270872122,80129,4/7/2020 9:51,UCR Approved,East,C1,Incident Contains Bias Elements -- NO CRIME,34,-1,-,-,Male,Female,Unknown,Black or African American,individual made bias remarks against victim
14667692896,98283,4/6/2020 8:46,UCR Approved,North,U3,Incident Contains Bias Elements -- NO CRIME,36,-1,-,Not Hispanic Or Latino,-,Male,-,White,individual made bias remarks against victim
14983229522,98393,4/17/2020 16:08,UCR Approved,West,D2,Incident Contains Bias Elements -- NO CRIME,79,79,Unknown,Unknown,Male,Male,White,White,individual made bias remarks against victim
12786742421,18685,7/6/2022 15:36,UCR Approved,West,D1,RCW - 9A.36.080 | HATE CRIME OFFENSE,34,38,Unknown,Unknown,Female,Gender Diverse (gender non-conforming and/or transgender),Black or African American,Unknown,Investigated a case where a homeless man's tent was set on fire. Witnesses reported hearing insults about his homeless status prior to the incident.
12788252554,18796,9/2/2022 13:00,UCR Approved,East,C3,RCW - 9A.36.080 | HATE CRIME OFFENSE,48,-1,-,Unknown,Male,Male,White,White,Investigated a case where a Jewish man was assaulted in his store by a customer making anti-Semitic remarks.
14213141562,57386,2/15/2022 12:09,UCR Approved,East,G2,RCW - 9A.36.080 | HATE CRIME OFFENSE,74,-1,-,Unknown,Male,Male,Black or African American,White,Investigated a case where a Jewish man was assaulted in his store by a customer making anti-Semitic remarks.
15151967224,68868,3/22/2020 8:06,UCR Approved,Southwest,F2,RCW - 9A.36.080 | HATE CRIME OFFENSE,38,54,-,Unknown,Male,Male,White,Unknown,Investigated a report where a trans person’s car was vandalized with slurs spray-painted on it.
15814587228,60197,1/1/2020 11:56,UCR Approved,West,D2,RCW - 9A.56.370 | THEFT OF MAIL,33,-1,-,Unknown,-,Female,-,Unknown,Investigated a traffic accident resulting in the death of a pedestrian. The driver responsible for the accident was arrested.
53869019271,103402,7/27/2021 10:29,UCR Approved,South,R2,RCW - 9A.36.080 | HATE CRIME OFFENSE,22,34,Unknown,Unknown,Male,Female,White,Unknown,Investigated an assault where a Jewish student was targeted and beaten by classmates who made anti-Semitic remarks.
13178021939,33130,7/11/2021 11:31,UCR Approved,East,E2,RCW - 9A.36.080 | HATE CRIME OFFENSE,28,-1,-,-,-,Male,-,White,Investigated the defacement of a gay pride flag outside a residence with homophobic symbols.
15061653174,64700,5/29/2022 13:48,UCR Approved,South,O1,RCW - 9A.36.080 | HATE CRIME OFFENSE,40,-1,-,Not Hispanic Or Latino,-,Male,-,White,Investigated the defacement of a gay pride flag outside a residence with homophobic symbols.
17646919178,85556,5/14/2020 9:36,UCR Approved,West,D1,RCW - 9A.36.080 | HATE CRIME OFFENSE,-1,-1,-,-,Male,Female,Unknown,Unknown,Investigated the defacement of a Jewish family's home with offensive symbols and messages.
53940310845,104896,5/3/2022 9:41,UCR Approved,West,Q2,RCW - 9A.36.080 | HATE CRIME OFFENSE,24,35,Hispanic Or Latino,Hispanic Or Latino,Unknown,Male,White,Unknown,Investigated the defacement of a trans person's vehicle with offensive symbols and messages.
12638819072,12916,11/16/2020 10:07,UCR Approved,East,E2,RCW - 9A.36.080 | HATE CRIME OFFENSE,26,-1,Unknown,Unknown,Male,Male,White,White,Investigated the destruction of a synagogue’s religious items with anti-Semitic graffiti left behind.
13839704942,52543,2/4/2022 13:34,UCR Approved,Southwest,W2,RCW - 9A.36.080 | HATE CRIME OFFENSE,43,46,Unknown,Not Hispanic Or Latino,Male,Male,White,White,Investigated the destruction of a synagogue’s religious items with anti-Semitic graffiti left behind.
13160758707,33008,3/16/2021 16:45,UCR Approved,West,M3,RCW - 9A.36.080 | HATE CRIME OFFENSE,54,50,Not Hispanic Or Latino,Not Hispanic Or Latino,Male,Male,White,Asian,"On 3/16/2021, at approximately 1830 hours, I responded to a call from the Li family regarding repeated instances of harassment. The family resides at 1234 E Madison St. Mr. and Mrs. Li reported that over the past month, they had received multiple threatening letters containing racial slurs and demands that they leave the neighborhood. Additionally, their property had been vandalized on two occasions, with their garden uprooted and their car keyed. I collected the letters as evidence and noted the vandalism. The family expressed fear for their safety, especially for their young children. The case was referred to the Hate Crimes Unit for ongoing investigation and to provide the family with additional resources."
15659304271,41632,1/1/2020 11:58,UCR Approved,North,U3,"RCW - 9A.60 | FRAUD, IDENTITY THEFT",58,-1,-,Not Hispanic Or Latino,-,Male,-,White,"Pulled over a driver for erratic driving behavior and conducted field sobriety tests, which the driver failed. The driver was arrested for driving under the influence of alcohol."
56700688071,99647,1/1/2020 12:10,UCR Approved,South,R2,RCW - 9A.56.065 | THEFT OF MOTOR VEHICLE,56,-1,Unknown,Not Hispanic Or Latino,Unknown,Female,Unknown,Asian,"Received a report of a dog left in a hot car with no ventilation. Officers arrived and rescued the distressed animal, and the owner was cited for animal cruelty."
21273723925,53498,1/1/2020 12:15,UCR Approved,East,E2,SMC - 12A.08.120 | VEHICLE PROWLING,21,-1,-,Not Hispanic Or Latino,-,Female,-,Asian,"Responded to a call regarding a loud argument between family members. No physical violence occurred, and the parties involved were separated."
21666757576,77607,1/1/2020 12:15,UCR Approved,North,L3,-,58,25,Unknown,Unknown,Male,Male,White,Unknown,"Responded to a call regarding a physical altercation between two individuals outside a bar. One person sustained minor injuries, and the other fled the scene before officers arrived."
21443507671,36426,1/1/2020 12:16,UCR Approved,South,S1,"RCW - 9A.60 | FRAUD, IDENTITY THEFT",32,-1,-,-,-,Female,-,Unknown,Responded to a complaint of loud noise coming from a nightclub. The establishment was issued a citation for violating noise ordinances.
15684189428,38059,1/1/2020 12:19,UCR Approved,North,J1,"RCW - 9A.60 | FRAUD, IDENTITY THEFT",46,-1,-,Unknown,-,Male,-,White,Responded to a complaint of solicitation in a downtown area known for prostitution. Several individuals were arrested for soliciting sex.
58363839520,103285,1/1/2020 12:31,Approved,South,S2,Disturbance-Family-No Crime,-1,34,Not Hispanic Or Latino,-,Female,-,Black or African American,-,Responded to a disturbance at a downtown bar where intoxicated patrons were causing a disturbance. Several individuals were escorted out of the establishment.
17909121261,24564,1/1/2020 12:32,UCR Approved,-,-,Narcotics Activity Report (NAR),-1,-1,-,-,-,-,-,-,"Responded to a domestic disturbance call involving a couple arguing loudly in their apartment. No physical injuries were reported, but both parties were separated for the night."
17661573491,42991,1/1/2020 12:36,UCR Approved,North,U3,"RCW - 9A.60 | FRAUD, IDENTITY THEFT",57,-1,-,Not Hispanic Or Latino,-,Female,-,White,"Responded to a fire at a local warehouse where arson is suspected. The fire caused significant damage to the property, and an investigation is underway."
13983021288,28517,1/1/2020 12:41,UCR Approved,North,J3,RCW - 9A.46.110.5A | STALKING,35,-1,-,Unknown,Male,Female,Black or African American,White,Responded to a report of a dog attacking a passerby in a residential neighborhood. Animal control was notified to handle the situation.
13710771195,50045,1/8/2022 15:28,UCR Approved,East,E2,RCW - 9A.36.080 | HATE CRIME OFFENSE,59,-1,Unknown,-,Male,Female,Black or African American,White,Responded to a report of a gay man being beaten outside a nightclub by a group shouting homophobic slurs.
54210066318,108647,5/13/2022 10:25,UCR Approved,North,U2,RCW - 9A.36.080 | HATE CRIME OFFENSE,39,-1,Unknown,Not Hispanic Or Latino,Unknown,Female,White,Unknown,Responded to a report of a gay man being beaten outside a nightclub by a group shouting homophobic slurs.
13269483312,41423,3/13/2021 15:54,UCR Approved,West,M1,RCW - 9A.36.080 | HATE CRIME OFFENSE,67,-1,-,Not Hispanic Or Latino,-,Male,-,White,Responded to a report of a homeless woman being attacked by a group who made derogatory remarks about her situation.
15118990428,65688,7/23/2021 16:41,UCR Approved,East,C2,RCW - 9A.36.080 | HATE CRIME OFFENSE,28,-1,-,Hispanic Or Latino,Male,Female,White,White,Responded to a report of a homeless woman being attacked by a group who made derogatory remarks about her situation.
16851145291,82043,11/28/2021 15:03,UCR Approved,West,M3,RCW - 9A.36.080 | HATE CRIME OFFENSE,47,57,Not Hispanic Or Latino,-,Male,Female,Black or African American,Unknown,Responded to a report of a homeless woman being verbally abused by a passerby who made degrading comments about her living situation.
13190040997,37283,5/22/2021 11:43,UCR Approved,North,U1,RCW - 9A.36.080 | HATE CRIME OFFENSE,35,31,Unknown,-,Female,Male,White,Unknown,"Responded to a report of ongoing harassment against a trans student, who was being bullied online and in person at school."
12150659341,1612,8/16/2020 11:47,UCR Approved,West,M3,RCW - 9A.36.080 | HATE CRIME OFFENSE,24,-1,-,Not Hispanic Or Latino,Male,Male,Black or African American,Unknown,Responded to a report of vandalism at a local synagogue. Graffiti containing anti-Semitic symbols was found on the exterior walls.
14778906074,20395,1/1/2020 12:44,UCR Approved,West,Q2,RCW - 9A.56.200 | ROBBERY 1,44,-1,-,Unknown,Male,Male,Black or African American,White,Responded to a road rage incident where two motorists engaged in a physical altercation after a traffic dispute.
13531039938,45977,1/1/2020 12:46,UCR Approved,West,D2,RCW - 9A.36.031 | ASSAULT - ASSAULT 3,63,43,Unknown,Unknown,Female,Female,White,White,Responded to a shoplifting incident at a local convenience store where a suspect was caught stealing food items. The suspect was apprehended and charged accordingly.
12640520401,13623,6/9/2020 10:29,UCR Approved,East,E2,RCW - 9A.36.080 | HATE CRIME OFFENSE,-1,22,Hispanic Or Latino,-,Male,Male,White,Unknown,Responded to complaints from a gay couple being harassed by a group of teenagers who followed them and made offensive comments.
12774976674,18202,8/18/2021 9:29,UCR Approved,West,D2,RCW - 9A.36.080 | HATE CRIME OFFENSE,29,38,Not Hispanic Or Latino,Unknown,Male,Male,White,White,Responded to complaints from a gay couple being harassed by neighbors with offensive comments and threats.
13894809456,55678,1/27/2022 12:54,UCR Approved,West,K3,RCW - 9A.36.080 | HATE CRIME OFFENSE,30,24,Not Hispanic Or Latino,Not Hispanic Or Latino,Male,Male,Black or African American,White,Responded to complaints from a gay couple being harassed by neighbors with offensive comments and threats.
15217323010,29006,1/1/2020 12:49,UCR Approved,North,N1,Suspicious Circumstance,-1,-1,Not Hispanic Or Latino,-,Male,-,Black or African American,-,Responded to complaints of loud music and partying at a residence late at night. The occupants were issued a warning for disturbing the peace.
15267522788,68561,4/7/2020 10:01,UCR Approved,East,C3,RCW - 9A.36.080 | HATE CRIME OFFENSE,37,-1,-,-,-,Female,-,Unknown,"Responded to repeated harassing phone calls received by a synagogue, with the caller making anti-Semitic threats."
15529143760,62326,1/1/2020 12:50,UCR Approved,West,Q2,Suspicious Circumstance,-1,-1,-,-,Male,-,White,-,Responded to reports of a driver speeding and weaving in and out of traffic. Officers located the vehicle and initiated a traffic stop.
12251136782,6094,8/15/2021 11:16,UCR Approved,South,R3,RCW - 9A.36.080 | HATE CRIME OFFENSE,33,27,-,-,Male,Male,Black or African American,Black or African American,"The suspect accosted the victim at a public event, making racially offensive remarks."
12586872818,7259,11/27/2020 16:26,UCR Approved,East,E3,RCW - 9A.36.080 | HATE CRIME OFFENSE,63,67,Not Hispanic Or Latino,-,Male,Male,White,Black or African American,"The suspect confronted the victim at their workplace, making racially offensive remarks and threats."
12596290206,7478,9/11/2020 9:54,UCR Approved,Southwest,F1,RCW - 9A.36.080 | HATE CRIME OFFENSE,57,67,-,-,Male,Male,White,Black or African American,"The suspect damaged the victim's garden, leaving behind racially offensive signs."
12609474421,8628,10/8/2020 8:02,UCR Approved,North,U1,RCW - 9A.36.080 | HATE CRIME OFFENSE,50,43,Not Hispanic Or Latino,Not Hispanic Or Latino,Male,Male,White,Black or African American,"The suspect followed the victim, making racially charged threats and gestures."
12607665323,8913,3/13/2020 10:31,UCR Approved,West,D1,RCW - 9A.36.080 | HATE CRIME OFFENSE,34,38,Unknown,Not Hispanic Or Latino,Male,Male,White,Black or African American,"The suspect harassed the victim in a park, making racially derogatory comments and threatening to cause harm."
12614060227,9865,8/1/2022 8:34,UCR Approved,Southwest,W2,RCW - 9A.36.080 | HATE CRIME OFFENSE,-1,-1,-,-,Male,Female,White,Black or African American,"The suspect harassed the victim in a shopping mall, making racially offensive comments."
12623034515,10750,10/12/2022 14:13,UCR Approved,West,K3,RCW - 9A.36.080 | HATE CRIME OFFENSE,56,41,Unknown,-,Female,Male,White,Black or African American,The suspect keyed racial epithets into the victim's car door.
12634549597,13385,4/22/2022 14:51,UCR Approved,West,K2,RCW - 9A.36.080 | HATE CRIME OFFENSE,39,35,-,-,Male,Male,White,Black or African American,The suspect left a noose on the victim's doorstep along with a note containing racial threats.
12784113051,18575,1/10/2022 9:09,UCR Approved,West,D1,RCW - 9A.36.080 | HATE CRIME OFFENSE,42,39,-,Unknown,Male,Male,White,Black or African American,The suspect made racially abusive comments and gestures at the victim in a grocery store.
